AEFES.IS,AKBNK.IS,AKCNS.IS,AKFGY.IS,AKSA.IS,AKSEN.IS,ALARK.IS,ALBRK.IS,ANSGR.IS,ARCLK.IS,ASELS.IS,BERA.IS,BFREN.IS,BIMAS.IS,BIOEN.IS,BOBET.IS,BRSAN.IS,BRYAT.IS,BTCIM.IS,CANTE.IS,CCOLA.IS,CIMSA.IS,DOAS.IS,DOHOL.IS,ECILC.IS,ECZYT.IS,EGEEN.IS,EKGYO.IS,ENJSA.IS,ENKAI.IS,EREGL.IS,FROTO.IS,GARAN.IS,GESAN.IS,GUBRF.IS,GWIND.IS,HALKB.IS,HEKTS.IS,IPEKE.IS,ISCTR.IS,ISGYO.IS,ISMEN.IS,KCHOL.IS,KONTR.IS,KONYA.IS,KOZAA.IS,KOZAL.IS,KRDMD.IS,MAVI.IS,MGROS.IS,MIATK.IS,ODAS.IS,OTKAR.IS,OYAKC.IS,PETKM.IS,PGSUS.IS,QUAGR.IS,SAHOL.IS,SASA.IS,SAYAS.IS,SISE.IS,SKBNK.IS,SMRTG.IS,SOKM.IS,TAVHL.IS,TCELL.IS,THYAO.IS,TKFEN.IS,TOASO.IS,TSKB.IS,TTKOM.IS,TTRAK.IS,TUKAS.IS,TUPRS.IS,TURSG.IS,ULKER.IS,VAKBN.IS,VESBE.IS,VESTL.IS,YEOTK.IS,YKBNK.IS,ZOREN.IS
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
AEFES.IS,AKBNK.IS,AKCNS.IS,AKFGY.IS,AKSA.IS,AKSEN.IS,ALARK.IS,ALBRK.IS,ANSGR.IS,ARCLK.IS,ASELS.IS,BERA.IS,BFREN.IS,BIMAS.IS,BIOEN.IS,BOBET.IS,BRSAN.IS,BRYAT.IS,BTCIM.IS,CANTE.IS,CCOLA.IS,CIMSA.IS,DOAS.IS,DOHOL.IS,ECILC.IS,ECZYT.IS,EGEEN.IS,EKGYO.IS,ENJSA.IS,ENKAI.IS,EREGL.IS,FROTO.IS,GARAN.IS,GESAN.IS,GUBRF.IS,GWIND.IS,HALKB.IS,HEKTS.IS,IPEKE.IS,ISCTR.IS,ISGYO.IS,ISMEN.IS,KCHOL.IS,KONTR.IS,KONYA.IS,KOZAA.IS,KOZAL.IS,KRDMD.IS,MAVI.IS,MGROS.IS,MIATK.IS,ODAS.IS,OTKAR.IS,OYAKC.IS,PETKM.IS,PGSUS.IS,QUAGR.IS,SAHOL.IS,SASA.IS,SAYAS.IS,SISE.IS,SKBNK.IS,SMRTG.IS,SOKM.IS,TAVHL.IS,TCELL.IS,THYAO.IS,TKFEN.IS,TOASO.IS,TSKB.IS,TTKOM.IS,TTRAK.IS,TUKAS.IS,TUPRS.IS,TURSG.IS,ULKER.IS,VAKBN.IS,VESBE.IS,VESTL.IS,YEOTK.IS,YKBNK.IS,ZOREN.IS
ANADOLU EFES,AKBANK,AKCANSA,AKFEN GMYO,AKSA,AKSA ENERJI,ALARKO HOLDING,ALBARAKA TURK,ANADOLU SIGORTA,ARCELIK,ASELSAN,BERA HOLDING,BOSCH FREN SISTEMLERI,BIM MAGAZALAR,BIOTREND CEVRE VE ENERJI,BOGAZICI BETON SANAYI,BORUSAN BORU SANAYI,BORUSAN YAT. PAZ.,BATI CIMENTO,CAN2 TERMIK,COCA COLA ICECEK,CIMSA,DOGUS OTOMOTIV,DOGAN HOLDING,ECZACIBASI ILAC,ECZACIBASI YATIRIM,EGE ENDUSTRI,EMLAK KONUT GMYO,ENERJISA ENERJI,ENKA INSAAT,EREGLI DEMIR CELIK,FORD OTOSAN,GARANTI BANKASI,GIRISIM ELEKTRIK SANAYI,GUBRE FABRIK.,GALATA WIND ENERJI,T. HALK BANKASI,HEKTAS,IPEK DOGAL ENERJI,IS BANKASI (C),IS GMYO,IS Y. MEN. DEG.,KOC HOLDING,KONTROLMATIK TEKNOLOJI,KONYA CIMENTO,KOZA MADENCILIK,KOZA ALTIN,KARDEMIR (D),MAVI GIYIM,MIGROS TICARET,MIA TEKNOLOJI,ODAS ELEKTRIK,OTOKAR,OYAK CIMENTO,PETKIM,PEGASUS,QUA GRANITE HAYAL YAPI,SABANCI HOLDING,SASA POLYESTER,SAY YENILENEBILIR ENERJI,SISE CAM,SEKERBANK,SMART GUNES ENERJISI TEK.,SOK MARKETLER TICARET,TAV HAVALIMANLARI,TURKCELL,TURK HAVA YOLLARI,TEKFEN HOLDING,TOFAS OTO. FAB.,T.S.K.B.,TURK TELEKOM,TURK TRAKTOR,TUKAS,TUPRAS,TURKIYE SIGORTA,ULKER BISKUVI,VAKIFLAR BANKASI,VESTEL BEYAZ ESYA,VESTEL,YEO TEKNOLOJI ENERJI,YAPI VE KREDI BANK.,ZORLU ENERJI
Consumer Defensive,Financial Services,Basic Materials,Real Estate,Consumer Cyclical,Utilities,Industrials,Financial Services,Financial Services,Consumer Cyclical,Industrials,Industrials,Consumer Cyclical,Consumer Defensive,Utilities,Basic Materials,Basic Materials,Basic Materials,Basic Materials,Utilities,Consumer Defensive,Basic Materials,Consumer Cyclical,Industrials,Healthcare,Industrials,Consumer Cyclical,Real Estate,Utilities,Industrials,Basic Materials,Consumer Cyclical,Financial Services,Industrials,Basic Materials,Utilities,Financial Services,Basic Materials,Basic Materials,Financial Services,Real Estate,Financial Services,Industrials,Industrials,Basic Materials,Basic Materials,Basic Materials,Basic Materials,Consumer Cyclical,Consumer Defensive,Technology,Utilities,Consumer Cyclical,Basic Materials,Basic Materials,Industrials,Industrials,Financial Services,Consumer Cyclical,Industrials,Basic Materials,Financial Services,Technology,Consumer Cyclical,Industrials,Communication Services,Industrials,Industrials,Consumer Cyclical,Financial Services,Communication Services,Industrials,Consumer Defensive,Energy,Financial Services,Consumer Defensive,Financial Services,Consumer Cyclical,Technology,Industrials,Financial Services,Utilities
Beverages - Brewers,Banks - Regional,Building Materials,REIT - Hotel & Motel,Textile Manufacturing,Utilities - Independent Power Producers,Conglomerates,Banks - Regional,Insurance - Diversified,"Furnishings, Fixtures & Appliances",Aerospace & Defense,Conglomerates,Auto Parts,Grocery Stores,Utilities - Renewable,Building Materials,Steel,Steel,Building Materials,Utilities - Independent Power Producers,Beverages - Non-Alcoholic,Building Materials,Auto & Truck Dealerships,Conglomerates,Drug Manufacturers - Specialty & Generic,Conglomerates,Auto Parts,REIT - Residential,Utilities - Regulated Electric,Engineering & Construction,Steel,Auto Manufacturers,Banks - Regional,Engineering & Construction,Agricultural Inputs,Utilities - Renewable,Banks - Regional,Agricultural Inputs,Gold,Banks - Regional,REIT - Diversified,Capital Markets,Conglomerates,Conglomerates,Building Materials,Other Industrial Metals & Mining,Gold,Steel,Apparel Retail,Grocery Stores,Information Technology Services,Utilities - Regulated Electric,Auto Manufacturers,Building Materials,Chemicals,Airlines,Building Products & Equipment,Banks - Regional,Textile Manufacturing,Specialty Industrial Machinery,Specialty Chemicals,Banks - Regional,Solar,Department Stores,Airports & Air Services,Telecom Services,Airlines,Engineering & Construction,Auto Manufacturers,Banks - Regional,Telecom Services,Farm & Heavy Construction Machinery,Packaged Foods,Oil & Gas Refining & Marketing,Insurance - Property & Casualty,Confectioners,Banks - Regional,"Furnishings, Fixtures & Appliances",Consumer Electronics,Engineering & Construction,Banks - Regional,Utilities - Diversified
